student_id,cgpa,academic_backlogs,internships,internship_quality,certifications,projects,communication_skills,extra_curricular,college_tier,branch,placement_rate,market_demand,region,year,placed_3m,placed_6m,placed_12m,salary_lpa,delayed_placement_risk,loan_amount,emi_monthly,income_coverage_ratio
STUD_03813,6.47,0,4,none,0,1,6.7,0,3,ECE,0.532,low,South,2026,0,0,1,10.38,0,1935000.0,26652.0,10.0
STUD_03814,7.62,0,1,medium,4,2,7.8,1,2,MBA,0.644,medium,North,2026,0,1,1,6.96,1,921000.0,12691.0,10.0
STUD_03815,5.98,3,0,medium,2,4,6.0,0,2,CSE,0.712,high,East,2025,0,1,1,8.18,0,1135000.0,24676.0,10.0
STUD_03816,5.35,0,1,none,2,1,5.3,1,2,ECE,0.653,high,West,2024,1,1,1,7.45,0,500000.0,6888.0,10.0
STUD_03817,7.04,0,1,high,0,2,9.1,0,3,ECE,0.55,medium,South,2025,1,1,1,8.61,0,1950000.0,33382.0,10.0
STUD_03818,7.35,0,0,high,3,4,6.4,4,1,Mechanical,0.845,high,West,2025,1,1,1,12.34,0,1248000.0,27143.0,10.0
STUD_03819,7.02,0,3,low,3,5,6.9,0,2,Electrical,0.582,low,South,2025,0,0,0,9.92,0,2399000.0,41078.0,10.0
STUD_03820,6.08,0,2,low,1,1,6.7,3,3,ECE,0.511,medium,East,2023,0,0,0,6.15,1,2547000.0,43608.0,10.0
STUD_03821,7.02,0,1,low,1,3,10.0,4,2,Electrical,0.671,medium,South,2023,1,1,1,9.92,0,1699000.0,36939.0,10.0
STUD_03822,7.82,1,3,low,5,3,8.2,1,1,CSE,0.669,medium,North,2023,1,1,1,12.48,0,2143000.0,36701.0,10.0
STUD_03823,7.45,0,3,none,4,4,5.1,0,2,CSE,0.631,high,West,2023,1,1,1,7.98,0,907000.0,12489.0,10.0
STUD_03824,7.72,1,1,low,2,3,5.6,1,2,CSE,0.631,high,South,2023,0,1,1,9.77,0,1497000.0,25624.0,10.0
STUD_03825,6.7,0,0,none,1,1,5.8,0,3,ECE,0.598,high,South,2026,1,1,1,7.5,0,2248000.0,48885.0,10.0
STUD_03826,8.91,1,0,medium,3,5,8.6,3,2,CSE,0.685,high,South,2026,0,1,1,5.91,1,1690000.0,28940.0,10.0
STUD_03827,6.09,0,1,medium,1,4,5.6,0,2,CSE,0.566,medium,South,2023,0,1,1,9.31,0,2250000.0,30995.0,10.0
STUD_03828,8.09,0,2,low,1,4,6.8,1,2,ECE,0.615,medium,South,2025,1,1,1,10.58,0,2327000.0,39850.0,10.0
STUD_03829,8.92,0,3,none,2,4,5.7,2,2,CSE,0.615,high,South,2025,0,1,1,8.79,0,2136000.0,29422.0,10.0
STUD_03830,8.08,0,0,high,2,0,8.5,3,2,CSE,0.639,high,North,2025,0,1,1,10.77,0,799000.0,13680.0,10.0
STUD_03831,7.26,3,1,low,3,1,7.8,1,2,CSE,0.595,medium,West,2023,1,1,1,9.75,0,1840000.0,31500.0,10.0
STUD_03832,6.87,3,1,low,4,3,7.7,0,3,MBA,0.573,low,South,2025,0,1,1,10.95,0,760000.0,13020.0,10.0
STUD_03833,8.74,0,2,low,3,4,7.2,4,3,CSE,0.515,high,South,2025,0,1,0,8.35,0,745000.0,12748.0,10.0
STUD_03834,5.79,3,2,low,2,1,7.3,3,1,Mechanical,0.779,medium,South,2026,0,0,1,8.54,0,500000.0,8561.0,10.0
STUD_03835,6.34,0,0,high,2,0,3.9,2,2,Mechanical,0.65,medium,East,2023,1,1,1,8.2,0,2228000.0,38141.0,10.0
STUD_03836,7.02,1,0,medium,2,3,5.6,1,1,ECE,0.701,medium,West,2023,1,1,1,9.17,0,2746000.0,47020.0,10.0
STUD_03837,8.99,0,2,low,4,0,7.0,2,2,CSE,0.719,medium,South,2024,0,1,0,8.3,0,500000.0,10871.0,10.0
STUD_03838,7.96,0,4,medium,1,1,8.7,4,1,ECE,0.821,high,West,2024,1,1,1,10.48,0,1123000.0,24417.0,10.0
STUD_03839,6.34,1,1,none,1,3,4.6,1,2,ECE,0.665,medium,South,2026,1,1,1,9.47,0,1592000.0,34609.0,10.0
STUD_03840,7.13,1,2,none,3,3,6.7,2,2,ECE,0.638,high,North,2024,1,1,1,9.07,0,1472000.0,25209.0,10.0
STUD_03841,6.76,0,1,low,2,3,8.3,1,2,CSE,0.597,high,East,2026,0,1,1,6.22,1,1842000.0,31545.0,10.0
STUD_03842,6.65,0,0,none,0,4,7.8,1,3,CSE,0.604,medium,South,2025,0,1,1,6.55,1,1326000.0,22710.0,10.0
STUD_03843,8.67,2,2,none,2,6,7.7,1,2,MBA,0.691,high,South,2023,1,0,1,10.74,0,1360000.0,29574.0,10.0
STUD_03844,5.85,1,0,low,0,2,8.8,1,2,ECE,0.609,medium,North,2024,0,1,1,6.85,1,2788000.0,60611.0,10.0
STUD_03845,9.43,1,0,low,1,0,8.3,3,2,Mechanical,0.616,high,South,2023,1,0,1,9.98,0,1936000.0,26662.0,10.0
STUD_03846,8.49,0,0,low,0,2,6.1,0,2,ECE,0.673,medium,East,2023,0,0,0,7.45,0,1544000.0,21266.0,10.0
STUD_03847,8.81,0,1,low,1,0,5.8,2,3,MBA,0.491,high,South,2026,1,1,1,9.24,0,2724000.0,46634.0,10.0
STUD_03848,6.94,0,1,low,0,1,7.9,4,2,ECE,0.619,medium,North,2024,0,1,1,9.42,0,1356000.0,18677.0,10.0
STUD_03849,7.32,0,2,none,2,2,6.3,0,3,ECE,0.498,medium,West,2024,0,1,1,6.86,1,2995000.0,41259.0,10.0
STUD_03850,5.78,0,0,high,0,3,5.4,0,2,Civil,0.6,low,North,2023,0,1,1,6.48,1,1675000.0,36422.0,10.0
STUD_03851,6.87,0,0,none,0,1,5.8,1,2,Mechanical,0.614,low,East,2023,1,1,1,9.71,0,1372000.0,18895.0,10.0
STUD_03852,8.09,1,2,low,4,5,7.1,1,1,CSE,0.795,high,West,2025,0,1,1,9.28,0,2037000.0,44285.0,10.0
STUD_03853,9.06,0,1,none,0,4,6.6,0,3,CSE,0.462,high,South,2025,1,1,1,6.81,0,2232000.0,38215.0,10.0
STUD_03854,6.17,1,1,high,1,5,6.7,0,1,MBA,0.772,medium,South,2024,0,1,1,9.99,0,1985000.0,43149.0,10.0
STUD_03855,7.06,1,2,low,3,2,7.1,1,3,MBA,0.563,medium,South,2024,1,1,1,9.16,0,1515000.0,32943.0,10.0
STUD_03856,7.32,0,1,none,3,2,6.5,2,2,ECE,0.698,high,South,2024,1,1,1,8.65,0,2201000.0,30323.0,10.0
STUD_03857,5.83,0,0,none,1,1,7.6,1,2,ECE,0.663,high,North,2026,0,1,1,8.52,0,3093000.0,42609.0,10.0
STUD_03858,8.21,0,0,high,2,2,6.8,1,2,Mechanical,0.631,medium,South,2026,1,1,1,8.66,0,1189000.0,16373.0,10.0
STUD_03859,6.63,0,0,low,0,8,6.4,1,1,ECE,0.709,low,North,2026,0,1,0,8.59,0,1501000.0,32640.0,10.0
STUD_03860,7.27,0,1,medium,0,2,5.1,1,1,Mechanical,0.8,low,East,2025,0,0,0,9.77,0,774000.0,16818.0,10.0
STUD_03861,6.96,0,1,medium,1,7,8.0,2,3,CSE,0.575,high,North,2025,1,1,1,10.33,0,1838000.0,25314.0,10.0
STUD_03862,6.55,0,0,low,2,1,4.8,2,2,Electrical,0.625,medium,East,2023,0,0,1,9.43,0,2241000.0,30874.0,10.0
STUD_03863,7.49,0,2,medium,3,1,7.2,0,2,MBA,0.695,high,South,2024,0,1,1,9.3,0,2692000.0,46090.0,10.0
STUD_03864,7.24,0,1,none,6,3,5.5,4,1,Mechanical,0.728,medium,South,2025,1,1,1,9.29,0,1112000.0,19048.0,10.0
STUD_03865,7.05,2,1,high,3,4,7.9,3,1,CSE,0.75,medium,South,2026,1,1,1,10.34,0,2511000.0,34585.0,10.0
STUD_03866,6.63,1,2,medium,3,2,8.8,3,2,CSE,0.62,medium,West,2026,1,1,1,10.25,0,1708000.0,29237.0,10.0
STUD_03867,7.88,0,0,high,5,1,7.5,4,2,ECE,0.677,medium,South,2026,1,0,1,8.42,0,1907000.0,41455.0,10.0
STUD_03868,9.48,0,2,none,3,2,5.7,1,3,Mechanical,0.5,high,West,2024,1,0,1,10.13,0,1602000.0,22064.0,10.0
STUD_03869,7.67,2,1,none,3,1,6.9,1,2,Mechanical,0.635,medium,South,2025,1,1,1,8.07,0,2102000.0,28958.0,10.0
STUD_03870,8.7,0,1,none,3,4,6.6,1,3,ECE,0.517,low,North,2025,1,1,1,8.1,0,1713000.0,37246.0,10.0
STUD_03871,5.83,0,1,low,2,2,7.0,2,1,Mechanical,0.763,high,East,2026,1,1,1,8.86,0,1700000.0,36964.0,10.0
STUD_03872,7.69,1,0,none,1,1,7.0,0,1,MBA,0.769,medium,East,2026,0,1,1,9.62,0,1522000.0,20972.0,10.0
STUD_03873,6.18,2,0,high,2,3,5.1,1,1,CSE,0.695,medium,North,2024,1,1,1,10.44,0,1308000.0,28429.0,10.0
STUD_03874,5.73,0,2,medium,4,2,4.6,0,3,ECE,0.57,medium,South,2026,0,0,1,7.5,0,1619000.0,35209.0,10.0
STUD_03875,6.61,0,1,medium,2,6,7.2,0,3,MBA,0.476,low,East,2024,0,1,1,6.66,1,500000.0,6888.0,10.0
STUD_03876,8.93,1,3,low,4,2,3.5,0,1,ECE,0.86,high,East,2024,1,1,1,11.61,0,1010000.0,17289.0,10.0
STUD_03877,8.64,0,1,medium,4,2,9.0,1,1,Mechanical,0.724,medium,North,2025,1,1,1,10.22,0,824000.0,11347.0,10.0
STUD_03878,7.79,1,0,none,4,3,7.7,0,2,ECE,0.702,medium,South,2025,1,1,1,8.78,0,2218000.0,37986.0,10.0
STUD_03879,5.66,0,3,high,2,7,9.1,0,3,Electrical,0.56,low,South,2024,1,1,1,7.62,0,2674000.0,36832.0,10.0
STUD_03880,7.26,0,1,medium,3,5,8.0,1,3,CSE,0.562,medium,South,2023,1,1,0,9.6,0,2436000.0,52967.0,10.0
STUD_03881,7.86,2,1,low,1,3,8.0,4,2,ECE,0.592,low,East,2023,1,1,1,7.48,0,1608000.0,27539.0,10.0
STUD_03882,7.71,1,2,high,2,4,7.7,2,2,CSE,0.692,high,South,2024,1,1,0,10.46,0,2417000.0,41382.0,10.0
STUD_03883,5.29,0,0,high,3,5,7.0,0,3,CSE,0.552,medium,North,2023,1,1,1,8.17,0,1242000.0,21258.0,10.0
STUD_03884,6.43,1,0,none,3,1,8.0,0,2,ECE,0.674,medium,North,2023,0,1,1,7.69,0,2757000.0,59945.0,10.0
STUD_03885,7.42,0,0,high,0,5,4.5,3,2,CSE,0.645,high,South,2025,0,1,1,10.0,0,1453000.0,20017.0,10.0
STUD_03886,8.14,0,1,low,1,4,7.4,1,2,Electrical,0.657,high,East,2026,1,1,1,10.88,0,1515000.0,20863.0,10.0
STUD_03887,4.86,3,0,low,1,4,7.1,2,2,Civil,0.606,medium,North,2026,0,0,0,7.15,0,2377000.0,51672.0,10.0
STUD_03888,7.31,0,2,none,1,4,7.2,0,3,CSE,0.542,high,North,2024,1,1,1,6.73,0,1407000.0,30602.0,10.0
STUD_03889,7.67,2,0,high,2,7,4.3,2,3,Mechanical,0.529,low,North,2026,0,1,0,7.44,0,1020000.0,17465.0,10.0
STUD_03890,8.52,0,1,low,0,4,8.0,0,2,ECE,0.615,medium,South,2026,0,1,1,8.72,0,1431000.0,24500.0,10.0
STUD_03891,8.33,0,1,high,0,3,8.3,3,1,MBA,0.757,high,South,2026,1,1,1,11.54,0,1912000.0,41569.0,10.0
STUD_03892,8.2,0,1,medium,4,1,6.0,2,3,Mechanical,0.568,medium,South,2023,0,1,1,5.58,1,1593000.0,34638.0,10.0
STUD_03893,6.54,1,1,high,2,0,7.4,2,2,CSE,0.663,high,East,2026,1,1,1,12.51,0,1788000.0,30622.0,10.0
STUD_03894,5.21,4,0,high,0,1,6.2,1,1,MBA,0.745,medium,South,2024,0,1,1,6.23,1,613000.0,8448.0,10.0
STUD_03895,7.03,3,0,high,0,3,7.8,2,2,Mechanical,0.671,medium,East,2025,1,1,1,7.37,0,1932000.0,42007.0,10.0
STUD_03896,8.7,0,1,none,3,3,8.1,1,2,ECE,0.662,low,South,2026,1,1,1,9.07,0,1406000.0,24072.0,10.0
STUD_03897,9.17,0,1,none,1,7,10.0,1,1,Civil,0.755,high,South,2023,0,1,1,10.77,0,809000.0,13860.0,10.0
STUD_03898,8.35,1,1,medium,1,4,8.1,3,2,Civil,0.658,medium,South,2023,1,1,0,8.2,0,2016000.0,27776.0,10.0
STUD_03899,8.02,0,0,none,2,5,7.2,2,1,ECE,0.809,medium,South,2024,1,1,1,11.69,0,1750000.0,29966.0,10.0
STUD_03900,7.96,1,1,high,3,4,6.0,1,3,Mechanical,0.49,medium,South,2023,0,1,1,6.41,1,1557000.0,21442.0,10.0
STUD_03901,6.83,0,0,high,2,1,6.8,1,3,Electrical,0.534,medium,North,2026,0,1,1,8.65,0,1339000.0,29110.0,10.0
STUD_03902,7.34,0,3,none,2,3,8.4,2,3,CSE,0.567,medium,South,2023,0,1,1,8.1,0,1593000.0,21945.0,10.0
STUD_03903,9.5,0,1,none,5,7,4.6,2,2,CSE,0.571,high,West,2026,0,1,1,8.98,0,2390000.0,32920.0,10.0
STUD_03904,6.37,1,1,medium,3,1,6.3,0,2,CSE,0.719,medium,North,2023,0,1,1,8.94,0,2399000.0,41069.0,10.0
STUD_03905,9.44,0,3,medium,2,1,9.1,3,3,MBA,0.563,medium,West,2025,0,0,1,9.74,0,789000.0,17155.0,10.0
STUD_03906,7.11,2,1,low,1,3,6.7,1,3,Mechanical,0.598,high,South,2026,1,1,1,6.91,0,2003000.0,27586.0,10.0
STUD_03907,9.09,0,0,low,1,3,7.6,1,1,CSE,0.806,low,North,2024,1,1,1,9.63,0,1647000.0,28199.0,10.0
STUD_03908,5.81,0,1,low,3,5,5.9,1,2,Electrical,0.671,high,East,2024,1,1,1,7.58,0,1299000.0,28253.0,10.0
STUD_03909,8.2,0,0,medium,2,5,7.7,1,2,Mechanical,0.538,low,East,2026,0,1,0,9.88,0,1432000.0,19730.0,10.0
STUD_03910,6.62,1,2,medium,1,4,8.1,1,2,MBA,0.657,medium,West,2025,1,0,1,9.51,0,2283000.0,39098.0,10.0
STUD_03911,5.8,0,1,none,1,7,6.6,1,2,CSE,0.661,medium,South,2025,1,1,1,8.51,0,1788000.0,30610.0,10.0
STUD_03912,7.76,1,3,low,0,2,6.2,1,3,ECE,0.496,medium,East,2024,1,1,1,4.34,0,2082000.0,28682.0,10.0
STUD_03913,8.71,0,3,low,3,4,7.2,3,2,Mechanical,0.561,medium,South,2024,1,1,1,9.23,0,1446000.0,24754.0,10.0
STUD_03914,6.49,2,3,low,3,7,9.3,3,2,ECE,0.673,high,South,2025,1,1,1,8.83,0,1302000.0,28299.0,10.0
STUD_03915,5.7,1,0,medium,3,1,6.3,2,3,Mechanical,0.488,high,West,2024,0,1,1,8.22,0,1125000.0,15504.0,10.0
STUD_03916,7.39,0,1,low,2,3,7.5,2,2,MBA,0.753,high,East,2024,1,1,1,9.17,0,1939000.0,33208.0,10.0
STUD_03917,7.4,1,1,high,2,4,9.3,1,3,ECE,0.563,low,East,2025,0,0,1,8.93,0,1893000.0,26077.0,10.0
STUD_03918,8.16,1,2,low,3,4,7.1,1,1,MBA,0.818,high,North,2025,1,1,1,8.93,0,1279000.0,17615.0,10.0
STUD_03919,8.64,0,3,medium,1,3,7.4,0,3,CSE,0.552,medium,North,2026,0,0,1,8.41,0,2097000.0,35903.0,10.0
STUD_03920,7.43,0,1,medium,2,2,5.1,2,1,CSE,0.788,medium,North,2024,0,1,1,10.35,0,2047000.0,35055.0,10.0
STUD_03921,9.73,0,2,medium,3,2,7.5,0,3,CSE,0.553,low,North,2023,0,0,1,9.41,0,1375000.0,23535.0,10.0
STUD_03922,7.77,0,2,low,3,0,5.3,1,1,ECE,0.8,high,North,2023,1,1,1,11.87,0,1970000.0,27139.0,10.0
STUD_03923,7.08,0,1,none,2,2,10.0,3,2,ECE,0.548,low,South,2026,0,0,0,9.04,0,2835000.0,48550.0,10.0
STUD_03924,5.57,2,1,medium,3,7,6.7,0,2,MBA,0.694,high,East,2023,0,1,1,7.83,0,2103000.0,28963.0,10.0
STUD_03925,7.18,1,0,medium,2,4,7.7,4,2,Mechanical,0.683,medium,East,2026,0,1,1,6.65,1,1904000.0,26228.0,10.0
STUD_03926,7.1,1,0,none,1,2,7.4,1,2,ECE,0.642,medium,West,2024,0,1,1,9.08,0,2864000.0,49035.0,10.0
STUD_03927,8.65,0,0,low,0,5,6.0,2,3,Mechanical,0.53,high,North,2026,1,1,1,8.23,0,2507000.0,34540.0,10.0
STUD_03928,8.05,0,2,high,1,5,5.2,0,2,CSE,0.635,high,West,2025,1,1,1,12.86,0,1310000.0,18049.0,10.0
STUD_03929,6.08,1,0,medium,2,4,6.0,3,2,CSE,0.664,high,South,2024,0,1,1,7.6,0,1411000.0,24164.0,10.0
STUD_03930,7.71,0,0,none,1,4,7.2,1,1,Mechanical,0.811,medium,North,2023,1,0,1,7.99,0,959000.0,20850.0,10.0
STUD_03931,8.31,0,1,high,2,4,6.7,2,3,Mechanical,0.523,low,South,2025,0,0,1,8.58,0,2175000.0,37241.0,10.0
STUD_03932,9.33,0,0,medium,1,6,6.7,4,2,MBA,0.565,medium,North,2023,0,0,1,8.9,0,1985000.0,33990.0,10.0
STUD_03933,8.57,0,2,low,2,1,7.3,1,3,ECE,0.674,low,West,2026,1,0,1,7.66,0,2094000.0,35857.0,10.0
STUD_03934,8.41,1,0,none,3,6,5.9,2,2,Mechanical,0.684,medium,North,2024,0,1,1,7.02,0,744000.0,12739.0,10.0
STUD_03935,7.57,1,2,medium,1,6,7.4,1,1,Mechanical,0.73,low,West,2025,1,0,1,9.26,0,1653000.0,28303.0,10.0
STUD_03936,7.97,2,1,high,3,4,6.8,1,2,Electrical,0.709,low,North,2026,0,0,1,8.04,0,2635000.0,36294.0,10.0
STUD_03937,9.0,0,1,none,3,0,7.4,2,3,CSE,0.597,medium,North,2024,1,1,1,9.64,0,500000.0,6888.0,10.0
STUD_03938,5.9,0,1,low,1,2,8.2,2,2,ECE,0.675,high,North,2024,1,1,1,9.75,0,1814000.0,31059.0,10.0
STUD_03939,7.08,0,1,high,4,2,5.0,0,3,Mechanical,0.526,medium,East,2026,0,1,0,8.31,0,1769000.0,24362.0,10.0
STUD_03940,6.57,0,0,high,2,3,6.2,0,1,Electrical,0.783,high,North,2023,1,1,1,10.93,0,964000.0,16514.0,10.0
STUD_03941,7.95,1,5,none,4,3,6.2,0,2,CSE,0.704,high,West,2026,1,1,1,10.64,0,1239000.0,17071.0,10.0
STUD_03942,8.98,1,0,medium,2,5,8.8,2,3,ECE,0.464,medium,South,2025,0,1,1,7.74,0,1620000.0,35219.0,10.0
STUD_03943,6.78,2,0,none,2,1,6.6,3,1,CSE,0.761,medium,South,2024,1,1,1,8.89,0,1919000.0,26428.0,10.0
STUD_03944,4.63,1,2,low,1,0,6.2,0,1,ECE,0.765,high,South,2023,0,1,1,8.91,0,2630000.0,57179.0,10.0
STUD_03945,7.01,0,3,medium,5,2,7.1,3,3,CSE,0.563,high,West,2024,1,1,1,9.32,0,1584000.0,34451.0,10.0
STUD_03946,8.6,0,1,low,1,2,5.9,0,2,CSE,0.652,high,South,2023,1,0,1,11.23,0,2020000.0,27831.0,10.0
STUD_03947,8.15,0,1,none,3,1,7.8,0,2,ECE,0.709,high,North,2026,1,1,1,9.08,0,731000.0,12514.0,10.0
STUD_03948,8.01,0,1,low,5,5,8.4,2,2,CSE,0.639,high,East,2025,0,1,1,9.2,0,1805000.0,39247.0,10.0
STUD_03949,7.16,1,2,none,1,4,6.9,3,3,CSE,0.55,medium,North,2024,0,0,1,8.38,0,2209000.0,48023.0,10.0
STUD_03950,5.97,0,0,low,1,4,8.5,4,3,CSE,0.566,high,South,2025,1,1,1,8.64,0,1004000.0,13831.0,10.0
STUD_03951,8.12,0,2,low,1,5,6.8,4,2,CSE,0.641,medium,East,2023,0,0,1,10.42,0,1615000.0,35108.0,10.0
STUD_03952,6.5,1,0,high,1,1,3.0,1,2,Electrical,0.581,medium,South,2023,0,1,0,9.21,0,500000.0,10871.0,10.0
STUD_03953,10.0,0,4,medium,3,1,7.7,1,2,ECE,0.661,low,West,2025,1,0,1,11.24,0,2235000.0,30786.0,10.0
STUD_03954,8.18,0,2,low,1,4,7.7,1,3,MBA,0.561,high,North,2026,0,0,1,8.56,0,2117000.0,29163.0,10.0
STUD_03955,6.8,1,2,high,1,6,5.5,1,2,ECE,0.632,low,East,2026,1,0,0,9.35,0,1307000.0,22387.0,10.0
STUD_03956,6.77,0,0,none,3,1,4.5,2,3,Civil,0.543,high,North,2026,1,1,1,6.68,0,1765000.0,30224.0,10.0
STUD_03957,7.39,1,2,low,4,1,6.1,1,2,ECE,0.491,medium,South,2026,1,1,1,6.66,0,1080000.0,23488.0,10.0
STUD_03958,7.21,0,1,medium,3,4,7.3,3,1,ECE,0.81,high,South,2024,0,1,1,8.34,0,2548000.0,35097.0,10.0
STUD_03959,8.84,0,2,low,4,3,8.1,0,2,ECE,0.695,low,South,2023,1,0,1,7.41,0,2214000.0,37917.0,10.0
STUD_03960,7.72,0,0,medium,1,4,7.7,3,1,Mechanical,0.683,medium,North,2025,1,1,1,10.79,0,2500000.0,34435.0,10.0
STUD_03961,6.62,2,2,medium,3,6,7.9,1,3,ECE,0.516,high,South,2023,0,1,1,9.38,0,768000.0,16701.0,10.0
STUD_03962,9.77,0,3,medium,0,4,7.1,1,3,CSE,0.622,high,North,2025,1,1,1,7.7,0,1109000.0,18997.0,10.0
STUD_03963,7.56,1,0,low,0,3,6.8,1,1,CSE,0.692,high,South,2026,1,1,1,12.02,0,1669000.0,28582.0,10.0
STUD_03964,8.42,0,0,none,2,4,4.8,3,2,Mechanical,0.674,high,South,2024,1,1,1,9.03,0,2621000.0,56995.0,10.0
STUD_03965,6.77,1,1,high,2,6,4.6,3,3,ECE,0.525,medium,East,2024,0,1,1,6.5,1,1498000.0,20633.0,10.0
STUD_03966,7.94,1,0,none,0,0,10.0,0,2,CSE,0.671,medium,South,2023,1,1,1,8.04,0,2017000.0,34542.0,10.0
STUD_03967,7.87,0,0,low,1,1,8.1,4,2,ECE,0.653,low,South,2025,0,0,1,7.97,0,1651000.0,35906.0,10.0
STUD_03968,5.23,0,2,low,2,3,6.5,0,2,ECE,0.636,low,South,2024,0,0,0,8.38,0,1079000.0,23470.0,10.0
STUD_03969,9.92,0,3,none,2,5,9.7,0,3,MBA,0.569,medium,South,2026,0,0,1,7.89,0,2376000.0,40676.0,10.0
STUD_03970,9.05,0,2,none,3,2,7.0,0,2,CSE,0.625,high,South,2023,1,1,1,9.61,0,2352000.0,51130.0,10.0
STUD_03971,7.02,0,0,none,2,0,6.0,2,3,CSE,0.461,high,South,2026,0,1,1,7.74,0,1980000.0,43055.0,10.0
STUD_03972,6.18,1,0,high,3,3,6.3,0,3,MBA,0.504,medium,South,2025,0,1,1,8.92,0,2505000.0,54459.0,10.0
STUD_03973,7.92,1,3,high,4,2,6.3,4,3,Mechanical,0.498,medium,North,2026,0,1,1,10.0,0,1517000.0,20896.0,10.0
STUD_03974,7.6,1,0,low,3,1,5.8,3,3,CSE,0.47,medium,North,2025,0,1,1,7.16,0,2352000.0,51146.0,10.0
STUD_03975,7.93,0,0,low,2,4,6.4,3,3,MBA,0.568,low,South,2023,0,0,0,8.51,0,2020000.0,43930.0,10.0
STUD_03976,7.73,0,1,none,3,4,9.1,1,1,ECE,0.741,low,South,2023,0,1,1,9.83,0,2263000.0,49203.0,10.0
STUD_03977,8.11,0,1,medium,2,3,8.5,2,2,ECE,0.668,high,West,2025,0,1,1,9.52,0,1724000.0,23743.0,10.0
STUD_03978,9.24,0,0,none,3,3,8.9,1,1,Electrical,0.776,high,South,2023,0,1,1,9.3,0,2362000.0,40447.0,10.0
STUD_03979,8.18,1,0,none,1,1,8.1,2,1,Civil,0.788,medium,North,2023,0,1,1,10.81,0,1234000.0,16996.0,10.0
STUD_03980,6.24,2,1,low,1,1,6.1,1,1,ECE,0.77,low,North,2025,1,1,1,10.11,0,1658000.0,28385.0,10.0
STUD_03981,9.14,1,0,low,2,3,5.4,3,2,CSE,0.601,high,South,2025,0,1,1,7.27,0,2101000.0,28942.0,10.0
STUD_03982,9.47,0,0,none,2,3,8.2,0,1,CSE,0.779,medium,South,2023,1,1,1,9.41,0,1804000.0,39215.0,10.0
STUD_03983,10.0,0,0,none,1,4,7.8,3,2,CSE,0.661,medium,South,2023,1,1,1,9.77,0,732000.0,10083.0,10.0
STUD_03984,6.15,2,0,high,2,2,5.8,3,3,CSE,0.66,high,North,2023,1,1,1,7.08,0,2171000.0,37165.0,10.0
STUD_03985,7.79,1,1,medium,2,5,6.5,1,3,ECE,0.55,high,North,2025,1,1,1,10.26,0,1708000.0,37134.0,10.0
STUD_03986,5.0,3,0,low,2,4,8.0,2,3,Civil,0.569,medium,West,2023,1,1,1,5.85,0,2523000.0,54847.0,10.0
STUD_03987,8.16,0,2,low,0,4,7.9,2,2,MBA,0.645,medium,West,2023,0,1,1,8.02,0,2672000.0,45743.0,10.0
STUD_03988,6.84,1,1,low,1,3,7.9,1,2,ECE,0.652,high,East,2024,1,0,1,9.99,0,1629000.0,27885.0,10.0
STUD_03989,9.81,0,0,medium,0,2,5.4,0,2,ECE,0.649,medium,South,2023,0,0,0,8.62,0,2241000.0,38369.0,10.0
STUD_03990,6.57,1,0,medium,0,1,5.5,4,2,CSE,0.628,medium,West,2023,0,1,1,7.35,0,1767000.0,30263.0,10.0
STUD_03991,5.47,0,0,high,1,4,5.7,2,2,CSE,0.659,medium,North,2024,1,0,1,8.04,0,836000.0,18183.0,10.0
STUD_03992,6.93,1,1,none,1,2,7.2,4,1,CSE,0.781,high,South,2026,0,0,1,11.03,0,1415000.0,19486.0,10.0
STUD_03993,5.13,0,2,none,1,5,5.5,0,2,MBA,0.629,low,North,2023,0,1,1,10.43,0,2082000.0,28676.0,10.0
STUD_03994,8.4,0,2,low,4,4,7.1,3,3,CSE,0.592,high,East,2024,0,1,1,9.74,0,1450000.0,31532.0,10.0
STUD_03995,5.02,0,0,high,4,3,5.7,3,3,MBA,0.586,medium,West,2025,0,0,0,8.8,0,2343000.0,32280.0,10.0
STUD_03996,7.53,2,1,low,0,8,8.7,1,2,Mechanical,0.606,medium,South,2023,1,1,1,8.98,0,2355000.0,32442.0,10.0
STUD_03997,5.01,3,0,medium,1,4,7.3,3,2,CSE,0.602,high,South,2025,0,1,1,8.77,0,2518000.0,43116.0,10.0
STUD_03998,7.12,1,1,none,2,6,5.3,2,2,CSE,0.672,high,South,2024,0,0,1,10.42,0,2149000.0,46727.0,10.0
STUD_03999,9.47,1,0,medium,4,3,6.6,1,1,Mechanical,0.721,low,West,2026,0,1,1,10.47,0,2446000.0,53184.0,10.0
STUD_04000,7.93,2,0,medium,5,3,7.2,2,3,Civil,0.498,medium,South,2026,0,1,0,8.77,0,1175000.0,25558.0,10.0
STUD_04001,6.46,1,0,low,2,1,6.6,2,3,Mechanical,0.636,medium,North,2025,0,1,1,7.55,0,2032000.0,27995.0,10.0
STUD_04002,7.46,0,0,low,1,5,4.8,2,1,CSE,0.702,high,North,2025,1,1,1,8.45,0,2188000.0,30134.0,10.0
STUD_04003,7.52,1,1,medium,4,2,6.4,0,1,ECE,0.674,high,South,2023,0,1,1,8.71,0,2113000.0,36177.0,10.0
STUD_04004,8.07,1,0,none,0,8,8.5,1,2,CSE,0.611,high,South,2024,1,1,1,8.82,0,1314000.0,18105.0,10.0
